Request id,Pickup point,Driver id,Status,Request timestamp,Drop timestamp
3600,Airport,NA,No Cars Available,13/07/2016 18:45,NA
3601,City,22,Trip Completed,13/07/2016 18:39,13/07/2016 19:29
3602,Airport,107,Trip Completed,13/07/2016 18:40,13/07/2016 19:13
3603,Airport,NA,No Cars Available,13/07/2016 18:44,NA
3604,Airport,NA,No Cars Available,13/07/2016 18:43,NA
3605,Airport,NA,No Cars Available,13/07/2016 18:44,NA
3606,Airport,NA,No Cars Available,13/07/2016 18:50,NA
3607,Airport,NA,No Cars Available,13/07/2016 18:45,NA
3608,Airport,NA,No Cars Available,13/07/2016 18:47,NA
3609,City,NA,No Cars Available,13/07/2016 18:49,NA
3610,Airport,NA,No Cars Available,13/07/2016 18:49,NA
3611,Airport,NA,No Cars Available,13/07/2016 18:48,NA
3612,Airport,NA,No Cars Available,13/07/2016 18:53,NA
3613,Airport,239,Trip Completed,13/07/2016 18:47,13/07/2016 20:06
3614,City,NA,No Cars Available,13/07/2016 18:51,NA
3615,City,91,Trip Completed,13/07/2016 18:56,13/07/2016 19:43
3616,Airport,NA,No Cars Available,13/07/2016 18:49,NA
3617,Airport,123,Trip Completed,13/07/2016 18:55,13/07/2016 20:07
3618,Airport,NA,No Cars Available,13/07/2016 18:52,NA
3619,Airport,NA,No Cars Available,13/07/2016 18:55,NA
3620,City,39,Trip Completed,13/07/2016 18:54,13/07/2016 20:08
3621,Airport,288,Trip Completed,13/07/2016 18:56,13/07/2016 19:35
3622,Airport,287,Trip Completed,13/07/2016 18:57,13/07/2016 20:15
3623,Airport,NA,No Cars Available,13/07/2016 18:54,NA
3624,Airport,144,Trip Completed,13/07/2016 18:52,13/07/2016 19:54
3625,Airport,177,Trip Completed,13/07/2016 18:57,13/07/2016 20:01
3626,Airport,NA,No Cars Available,13/07/2016 19:00,NA
3627,Airport,NA,No Cars Available,13/07/2016 18:57,NA
3628,Airport,NA,No Cars Available,13/07/2016 19:06,NA
3629,Airport,NA,No Cars Available,13/07/2016 18:58,NA
3630,City,112,Trip Completed,13/07/2016 18:59,13/07/2016 19:59
3631,City,234,Trip Completed,13/07/2016 19:02,13/07/2016 19:58
3632,City,221,Trip Completed,13/07/2016 19:02,13/07/2016 20:07
3633,City,NA,No Cars Available,13/07/2016 19:00,NA
3634,City,181,Trip Completed,13/07/2016 19:00,13/07/2016 19:54
3635,Airport,NA,No Cars Available,13/07/2016 18:58,NA
3636,Airport,NA,No Cars Available,13/07/2016 19:07,NA
3637,Airport,NA,No Cars Available,13/07/2016 19:05,NA
3638,Airport,46,Trip Completed,13/07/2016 19:09,13/07/2016 19:58
3639,Airport,NA,No Cars Available,13/07/2016 19:05,NA
3640,City,76,Trip Completed,13/07/2016 19:05,13/07/2016 19:46
3641,City,197,Trip Completed,13/07/2016 19:04,13/07/2016 20:04
3642,Airport,NA,No Cars Available,13/07/2016 19:07,NA
3643,Airport,NA,No Cars Available,13/07/2016 19:12,NA
3644,Airport,90,Trip Completed,13/07/2016 19:08,13/07/2016 19:54
3645,City,121,Trip Completed,13/07/2016 19:07,13/07/2016 20:00
3646,Airport,195,Trip Completed,13/07/2016 19:11,13/07/2016 19:48
3647,Airport,NA,No Cars Available,13/07/2016 19:09,NA
3648,City,127,Trip Completed,13/07/2016 19:13,13/07/2016 19:58
3649,City,180,Trip Completed,13/07/2016 19:11,13/07/2016 20:21
3650,Airport,NA,No Cars Available,13/07/2016 19:17,NA
3651,City,119,Trip Completed,13/07/2016 19:13,13/07/2016 20:21
3652,Airport,NA,No Cars Available,13/07/2016 19:16,NA
3653,City,44,Trip Completed,13/07/2016 19:18,13/07/2016 19:51
3654,Airport,NA,No Cars Available,13/07/2016 19:15,NA
3655,Airport,NA,No Cars Available,13/07/2016 19:11,NA
3656,City,126,Trip Completed,13/07/2016 19:11,13/07/2016 20:32
3657,Airport,224,Trip Completed,13/07/2016 19:20,13/07/2016 20:33
3658,Airport,215,Trip Completed,13/07/2016 19:24,13/07/2016 20:08
3659,Airport,NA,No Cars Available,13/07/2016 19:24,NA
3660,Airport,184,Trip Completed,13/07/2016 19:22,13/07/2016 19:51
3661,Airport,185,Cancelled,13/07/2016 19:28,NA
3662,City,205,Trip Completed,13/07/2016 19:19,13/07/2016 20:20
3663,Airport,NA,No Cars Available,13/07/2016 19:22,NA
3664,Airport,NA,No Cars Available,13/07/2016 19:22,NA
3665,Airport,NA,No Cars Available,13/07/2016 19:21,NA
3666,City,65,Cancelled,13/07/2016 19:25,NA
3667,Airport,153,Trip Completed,13/07/2016 19:23,13/07/2016 20:11
3668,Airport,240,Trip Completed,13/07/2016 19:26,13/07/2016 20:32
3669,Airport,NA,No Cars Available,13/07/2016 19:25,NA
3670,Airport,NA,No Cars Available,13/07/2016 19:25,NA
3671,Airport,108,Cancelled,13/07/2016 19:28,NA
3672,Airport,60,Trip Completed,13/07/2016 19:28,13/07/2016 20:34
3673,Airport,NA,No Cars Available,13/07/2016 19:35,NA
3674,Airport,NA,No Cars Available,13/07/2016 19:31,NA
3675,Airport,NA,No Cars Available,13/07/2016 19:25,NA
3676,City,297,Trip Completed,13/07/2016 19:28,13/07/2016 20:30
3677,Airport,NA,No Cars Available,13/07/2016 19:24,NA
3678,Airport,NA,No Cars Available,13/07/2016 19:33,NA
3679,Airport,255,Trip Completed,13/07/2016 19:30,13/07/2016 20:12
3680,Airport,NA,No Cars Available,13/07/2016 19:40,NA
3681,Airport,289,Trip Completed,13/07/2016 19:31,13/07/2016 20:31
3682,Airport,NA,No Cars Available,13/07/2016 19:31,NA
3683,Airport,NA,No Cars Available,13/07/2016 19:36,NA
3684,Airport,NA,No Cars Available,13/07/2016 19:38,NA
3685,Airport,NA,No Cars Available,13/07/2016 19:37,NA
3686,City,32,Trip Completed,13/07/2016 19:33,13/07/2016 20:34
3687,Airport,NA,No Cars Available,13/07/2016 19:35,NA
3688,City,40,Trip Completed,13/07/2016 19:39,13/07/2016 20:40
3689,Airport,NA,No Cars Available,13/07/2016 19:41,NA
3690,Airport,275,Trip Completed,13/07/2016 19:43,13/07/2016 20:48
3691,Airport,NA,No Cars Available,13/07/2016 19:46,NA
3692,Airport,NA,No Cars Available,13/07/2016 19:40,NA
3693,Airport,NA,No Cars Available,13/07/2016 19:43,NA
3694,City,20,Trip Completed,13/07/2016 19:33,13/07/2016 20:35
3695,Airport,NA,No Cars Available,13/07/2016 19:43,NA
3696,Airport,NA,No Cars Available,13/07/2016 19:43,NA
3697,Airport,136,Cancelled,13/07/2016 19:49,NA
3698,Airport,NA,No Cars Available,13/07/2016 19:51,NA
3699,Airport,NA,No Cars Available,13/07/2016 19:45,NA
3700,Airport,NA,No Cars Available,13/07/2016 19:50,NA
3701,Airport,291,Trip Completed,13/07/2016 19:46,13/07/2016 20:51
3702,Airport,NA,No Cars Available,13/07/2016 19:50,NA
3703,Airport,207,Trip Completed,13/07/2016 19:42,13/07/2016 20:50
3704,Airport,263,Cancelled,13/07/2016 19:47,NA
3705,Airport,NA,No Cars Available,13/07/2016 19:47,NA
3706,Airport,NA,No Cars Available,13/07/2016 19:49,NA
3707,Airport,NA,No Cars Available,13/07/2016 19:48,NA
3708,Airport,NA,No Cars Available,13/07/2016 19:45,NA
3709,Airport,NA,No Cars Available,13/07/2016 19:44,NA
3710,Airport,NA,No Cars Available,13/07/2016 19:51,NA
3711,Airport,165,Trip Completed,13/07/2016 19:47,13/07/2016 20:46
3712,Airport,NA,No Cars Available,13/07/2016 19:51,NA
3713,Airport,NA,No Cars Available,13/07/2016 19:59,NA
3714,Airport,NA,No Cars Available,13/07/2016 19:53,NA
3715,Airport,NA,No Cars Available,13/07/2016 19:59,NA
3716,Airport,NA,No Cars Available,13/07/2016 20:01,NA
3717,Airport,NA,No Cars Available,13/07/2016 19:58,NA
3718,Airport,28,Trip Completed,13/07/2016 19:56,13/07/2016 20:47
3719,Airport,NA,No Cars Available,13/07/2016 19:58,NA
3720,Airport,NA,No Cars Available,13/07/2016 19:55,NA
3721,Airport,NA,No Cars Available,13/07/2016 20:04,NA
3722,Airport,4,Trip Completed,13/07/2016 19:57,13/07/2016 20:32
3723,Airport,103,Trip Completed,13/07/2016 20:03,13/07/2016 20:57
3724,Airport,NA,No Cars Available,13/07/2016 20:04,NA
3725,City,274,Trip Completed,13/07/2016 20:00,13/07/2016 21:13
3726,Airport,NA,No Cars Available,13/07/2016 20:04,NA
3727,Airport,53,Cancelled,13/07/2016 20:05,NA
3728,Airport,84,Trip Completed,13/07/2016 20:03,13/07/2016 21:16
3729,Airport,NA,No Cars Available,13/07/2016 20:05,NA
3730,Airport,NA,No Cars Available,13/07/2016 20:11,NA
3731,Airport,NA,No Cars Available,13/07/2016 20:06,NA
3733,Airport,NA,No Cars Available,13/07/2016 20:10,NA
3734,Airport,NA,No Cars Available,13/07/2016 20:12,NA
3735,Airport,NA,No Cars Available,13/07/2016 20:11,NA
3736,Airport,NA,No Cars Available,13/07/2016 20:20,NA
3737,Airport,NA,No Cars Available,13/07/2016 20:19,NA
3738,Airport,30,Trip Completed,13/07/2016 20:15,13/07/2016 20:55
3739,Airport,52,Trip Completed,13/07/2016 20:21,13/07/2016 21:06
3740,Airport,69,Trip Completed,13/07/2016 20:22,13/07/2016 20:55
3741,Airport,168,Trip Completed,13/07/2016 20:14,13/07/2016 21:21
3742,Airport,27,Trip Completed,13/07/2016 20:24,13/07/2016 20:48
3743,Airport,171,Trip Completed,13/07/2016 20:19,13/07/2016 21:10
3744,Airport,21,Trip Completed,13/07/2016 20:28,13/07/2016 21:22
3745,Airport,180,Cancelled,13/07/2016 20:27,NA
3746,Airport,NA,No Cars Available,13/07/2016 20:22,NA
3747,Airport,NA,No Cars Available,13/07/2016 20:25,NA
3748,City,293,Trip Completed,13/07/2016 20:23,13/07/2016 21:26
3749,Airport,NA,No Cars Available,13/07/2016 20:32,NA
3750,Airport,NA,No Cars Available,13/07/2016 20:30,NA
3751,Airport,NA,No Cars Available,13/07/2016 20:29,NA
3752,Airport,NA,No Cars Available,13/07/2016 20:31,NA
3753,City,29,Trip Completed,13/07/2016 20:30,13/07/2016 21:42
3754,Airport,NA,No Cars Available,13/07/2016 20:32,NA
3755,Airport,264,Trip Completed,13/07/2016 20:33,13/07/2016 21:34
3756,Airport,NA,No Cars Available,13/07/2016 20:35,NA
3757,Airport,NA,No Cars Available,13/07/2016 20:33,NA
3758,City,97,Trip Completed,13/07/2016 20:37,13/07/2016 21:16
3759,City,285,Cancelled,13/07/2016 20:34,NA
3760,Airport,NA,No Cars Available,13/07/2016 20:40,NA
3761,Airport,24,Trip Completed,13/07/2016 20:35,13/07/2016 21:39
3762,City,25,Trip Completed,13/07/2016 20:38,13/07/2016 21:21
3763,City,220,Trip Completed,13/07/2016 20:35,13/07/2016 21:39
3764,Airport,NA,No Cars Available,13/07/2016 20:35,NA
3765,Airport,NA,No Cars Available,13/07/2016 20:35,NA
3766,Airport,41,Trip Completed,13/07/2016 20:33,13/07/2016 21:24
3767,Airport,132,Trip Completed,13/07/2016 20:35,13/07/2016 21:09
3768,City,270,Trip Completed,13/07/2016 20:39,13/07/2016 21:24
3769,Airport,NA,No Cars Available,13/07/2016 20:44,NA
3770,Airport,NA,No Cars Available,13/07/2016 20:39,NA
3771,Airport,31,Cancelled,13/07/2016 20:42,NA
3772,Airport,NA,No Cars Available,13/07/2016 20:40,NA
3773,Airport,NA,No Cars Available,13/07/2016 20:43,NA
3774,Airport,9,Trip Completed,13/07/2016 20:41,13/07/2016 21:27
3775,Airport,NA,No Cars Available,13/07/2016 20:46,NA
3776,Airport,NA,No Cars Available,13/07/2016 20:45,NA
3777,Airport,273,Trip Completed,13/07/2016 20:47,13/07/2016 21:28
3778,Airport,NA,No Cars Available,13/07/2016 20:40,NA
3779,Airport,NA,No Cars Available,13/07/2016 20:42,NA
3780,City,150,Trip Completed,13/07/2016 20:45,13/07/2016 21:27
3781,Airport,NA,No Cars Available,13/07/2016 20:44,NA
3782,City,122,Cancelled,13/07/2016 20:45,NA
3783,Airport,NA,No Cars Available,13/07/2016 20:48,NA
3784,Airport,NA,No Cars Available,13/07/2016 20:49,NA
3785,City,NA,No Cars Available,13/07/2016 20:45,NA
3786,Airport,55,Trip Completed,13/07/2016 20:47,13/07/2016 21:35
3787,Airport,NA,No Cars Available,13/07/2016 20:49,NA
3788,Airport,186,Cancelled,13/07/2016 20:50,NA
3789,City,203,Trip Completed,13/07/2016 20:49,13/07/2016 21:41
3790,Airport,NA,No Cars Available,13/07/2016 20:52,NA
3791,Airport,NA,No Cars Available,13/07/2016 20:51,NA
3792,Airport,NA,No Cars Available,13/07/2016 20:53,NA
3793,Airport,NA,No Cars Available,13/07/2016 20:54,NA
3794,City,137,Cancelled,13/07/2016 20:54,NA
3795,City,247,Trip Completed,13/07/2016 20:50,13/07/2016 21:27
3796,Airport,NA,No Cars Available,13/07/2016 20:51,NA
3797,Airport,NA,No Cars Available,13/07/2016 20:56,NA
3798,City,48,Trip Completed,13/07/2016 20:55,13/07/2016 21:41
3799,City,NA,No Cars Available,13/07/2016 20:58,NA
3800,Airport,NA,No Cars Available,13/07/2016 20:56,NA
3801,Airport,118,Trip Completed,13/07/2016 20:59,13/07/2016 21:37
3802,Airport,NA,No Cars Available,13/07/2016 21:00,NA
3803,Airport,NA,No Cars Available,13/07/2016 20:58,NA
3804,Airport,285,Trip Completed,13/07/2016 21:00,13/07/2016 21:37
3805,Airport,NA,No Cars Available,13/07/2016 21:03,NA
3806,Airport,2,Cancelled,13/07/2016 20:57,NA
3807,Airport,4,Cancelled,13/07/2016 20:58,NA
3808,Airport,71,Cancelled,13/07/2016 20:58,NA
3809,City,85,Trip Completed,13/07/2016 20:58,13/07/2016 21:43
3810,City,16,Cancelled,13/07/2016 21:06,NA
3811,Airport,NA,No Cars Available,13/07/2016 21:02,NA
3812,City,NA,No Cars Available,13/07/2016 21:09,NA
3813,Airport,19,Trip Completed,13/07/2016 21:06,13/07/2016 21:46
3814,Airport,NA,No Cars Available,13/07/2016 21:11,NA
3815,Airport,NA,No Cars Available,13/07/2016 21:07,NA
3816,Airport,NA,No Cars Available,13/07/2016 21:09,NA
3817,Airport,299,Trip Completed,13/07/2016 21:12,13/07/2016 22:05
3818,Airport,114,Cancelled,13/07/2016 21:06,NA
3819,Airport,160,Trip Completed,13/07/2016 21:08,13/07/2016 21:48
3820,Airport,280,Cancelled,13/07/2016 21:07,NA
3821,Airport,NA,No Cars Available,13/07/2016 21:10,NA
3822,Airport,14,Cancelled,13/07/2016 21:10,NA
3823,Airport,NA,No Cars Available,13/07/2016 21:20,NA
3824,Airport,NA,No Cars Available,13/07/2016 21:22,NA
3825,Airport,NA,No Cars Available,13/07/2016 21:14,NA
3826,Airport,80,Trip Completed,13/07/2016 21:16,13/07/2016 21:51
3827,City,276,Trip Completed,13/07/2016 21:10,13/07/2016 22:09
3828,City,NA,No Cars Available,13/07/2016 21:20,NA
3829,Airport,NA,No Cars Available,13/07/2016 21:13,NA
3830,Airport,283,Trip Completed,13/07/2016 21:14,13/07/2016 22:02
3831,Airport,173,Trip Completed,13/07/2016 21:16,13/07/2016 22:16
3832,Airport,NA,No Cars Available,13/07/2016 21:23,NA
3833,Airport,NA,No Cars Available,13/07/2016 21:18,NA
3834,City,214,Trip Completed,13/07/2016 21:21,13/07/2016 22:29
3835,Airport,NA,No Cars Available,13/07/2016 21:27,NA
3836,Airport,NA,No Cars Available,13/07/2016 21:21,NA
3837,Airport,NA,No Cars Available,13/07/2016 21:27,NA
3838,Airport,NA,No Cars Available,13/07/2016 21:28,NA
3839,Airport,287,Cancelled,13/07/2016 21:28,NA
3840,Airport,140,Cancelled,13/07/2016 21:33,NA
3841,Airport,164,Cancelled,13/07/2016 21:33,NA
3842,Airport,NA,No Cars Available,13/07/2016 21:33,NA
3843,City,242,Trip Completed,13/07/2016 21:22,13/07/2016 22:15
3844,Airport,NA,No Cars Available,13/07/2016 21:28,NA
3845,Airport,NA,No Cars Available,13/07/2016 21:30,NA
3846,Airport,NA,No Cars Available,13/07/2016 21:25,NA
3847,Airport,237,Trip Completed,13/07/2016 21:36,13/07/2016 22:33
3848,Airport,NA,No Cars Available,13/07/2016 21:34,NA
3849,City,121,Cancelled,13/07/2016 21:36,NA
3850,Airport,192,Trip Completed,13/07/2016 21:27,13/07/2016 22:05
3851,Airport,NA,No Cars Available,13/07/2016 21:38,NA
3852,Airport,296,Trip Completed,13/07/2016 21:38,13/07/2016 22:24
3853,Airport,NA,No Cars Available,13/07/2016 21:34,NA
3854,Airport,NA,No Cars Available,13/07/2016 21:37,NA
3855,Airport,NA,No Cars Available,13/07/2016 21:36,NA
3856,Airport,36,Trip Completed,13/07/2016 21:34,13/07/2016 22:26
3857,City,170,Trip Completed,13/07/2016 21:34,13/07/2016 22:46
3858,Airport,NA,No Cars Available,13/07/2016 21:38,NA
3859,Airport,114,Trip Completed,13/07/2016 21:38,13/07/2016 22:28
3860,Airport,NA,No Cars Available,13/07/2016 21:36,NA
3861,Airport,NA,No Cars Available,13/07/2016 21:47,NA
3862,City,NA,No Cars Available,13/07/2016 21:37,NA
3863,City,166,Trip Completed,13/07/2016 21:44,13/07/2016 22:50
3864,Airport,NA,No Cars Available,13/07/2016 21:45,NA
3865,City,15,Trip Completed,13/07/2016 21:52,13/07/2016 22:21
3866,Airport,63,Cancelled,13/07/2016 21:40,NA
3867,City,284,Trip Completed,13/07/2016 21:45,13/07/2016 22:24
3868,Airport,NA,No Cars Available,13/07/2016 21:48,NA
3869,Airport,NA,No Cars Available,13/07/2016 21:43,NA
3870,Airport,NA,No Cars Available,13/07/2016 21:48,NA
3871,Airport,NA,No Cars Available,13/07/2016 21:49,NA
3872,City,251,Trip Completed,13/07/2016 21:51,13/07/2016 22:54
3873,Airport,NA,No Cars Available,13/07/2016 21:47,NA
3874,Airport,NA,No Cars Available,13/07/2016 21:54,NA
3875,Airport,NA,No Cars Available,13/07/2016 21:59,NA
3876,Airport,NA,No Cars Available,13/07/2016 21:58,NA
3877,Airport,NA,No Cars Available,13/07/2016 21:53,NA
3878,Airport,NA,No Cars Available,13/07/2016 21:51,NA
3879,Airport,1,Trip Completed,13/07/2016 21:57,13/07/2016 22:28
3880,Airport,178,Trip Completed,13/07/2016 21:54,13/07/2016 22:35
3881,Airport,3,Trip Completed,13/07/2016 21:54,13/07/2016 22:51
3882,City,6,Trip Completed,13/07/2016 21:53,13/07/2016 22:45
3883,Airport,210,Cancelled,13/07/2016 21:56,NA
3884,Airport,NA,No Cars Available,13/07/2016 21:51,NA
3885,Airport,NA,No Cars Available,13/07/2016 21:53,NA
3886,Airport,NA,No Cars Available,13/07/2016 21:53,NA
3888,Airport,NA,No Cars Available,13/07/2016 21:57,NA
3889,Airport,148,Trip Completed,13/07/2016 21:53,13/07/2016 22:32
3890,Airport,172,Cancelled,13/07/2016 22:01,NA
3891,Airport,NA,No Cars Available,13/07/2016 21:57,NA
3892,Airport,NA,No Cars Available,13/07/2016 22:05,NA
3893,Airport,NA,No Cars Available,13/07/2016 21:56,NA
3894,Airport,NA,No Cars Available,13/07/2016 21:52,NA
3895,Airport,NA,No Cars Available,13/07/2016 22:01,NA
3896,City,116,Trip Completed,13/07/2016 21:55,13/07/2016 22:54
3897,Airport,109,Trip Completed,13/07/2016 22:00,13/07/2016 22:37
3898,Airport,NA,No Cars Available,13/07/2016 21:59,NA
3899,Airport,NA,No Cars Available,13/07/2016 22:05,NA
3900,Airport,NA,No Cars Available,13/07/2016 22:03,NA
3901,Airport,NA,No Cars Available,13/07/2016 22:09,NA
3902,Airport,NA,No Cars Available,13/07/2016 22:09,NA
3903,Airport,NA,No Cars Available,13/07/2016 22:11,NA
3904,Airport,NA,No Cars Available,13/07/2016 22:03,NA
3905,City,258,Trip Completed,13/07/2016 22:06,13/07/2016 22:48
3906,Airport,NA,No Cars Available,13/07/2016 22:12,NA
3907,Airport,NA,No Cars Available,13/07/2016 22:12,NA
3908,Airport,50,Trip Completed,13/07/2016 22:07,13/07/2016 23:15
3909,City,295,Cancelled,13/07/2016 22:13,NA
3910,Airport,NA,No Cars Available,13/07/2016 22:05,NA
3911,Airport,NA,No Cars Available,13/07/2016 22:14,NA
3912,Airport,NA,No Cars Available,13/07/2016 22:12,NA
3913,Airport,96,Trip Completed,13/07/2016 22:14,13/07/2016 22:56
3914,City,273,Trip Completed,13/07/2016 22:09,13/07/2016 22:40
3915,City,279,Trip Completed,13/07/2016 22:08,13/07/2016 23:26
3916,City,101,Trip Completed,13/07/2016 22:08,13/07/2016 23:22
3917,City,183,Trip Completed,13/07/2016 22:15,13/07/2016 23:23
3918,City,NA,No Cars Available,13/07/2016 22:12,NA
3919,Airport,NA,No Cars Available,13/07/2016 22:23,NA
3920,City,57,Cancelled,13/07/2016 22:16,NA
3921,City,NA,No Cars Available,13/07/2016 22:23,NA
3922,City,NA,No Cars Available,13/07/2016 22:18,NA
3923,City,NA,No Cars Available,13/07/2016 22:18,NA
3924,Airport,66,Trip Completed,13/07/2016 22:21,13/07/2016 23:04
3925,Airport,176,Trip Completed,13/07/2016 22:26,13/07/2016 23:25
3926,Airport,NA,No Cars Available,13/07/2016 22:23,NA
3927,City,175,Trip Completed,13/07/2016 22:22,13/07/2016 23:21
3928,City,NA,No Cars Available,13/07/2016 22:14,NA
3929,Airport,NA,No Cars Available,13/07/2016 22:28,NA
3930,City,NA,No Cars Available,13/07/2016 22:22,NA
3931,Airport,NA,No Cars Available,13/07/2016 22:21,NA
3932,Airport,227,Trip Completed,13/07/2016 22:23,13/07/2016 23:34
3933,Airport,NA,No Cars Available,13/07/2016 22:27,NA
3934,Airport,74,Trip Completed,13/07/2016 22:20,13/07/2016 23:25
3935,Airport,300,Trip Completed,13/07/2016 22:26,13/07/2016 23:43
3936,City,NA,No Cars Available,13/07/2016 22:30,NA
3937,City,NA,No Cars Available,13/07/2016 22:28,NA
3938,City,NA,No Cars Available,13/07/2016 22:37,NA
3939,Airport,16,Trip Completed,13/07/2016 22:26,13/07/2016 22:55
3940,City,137,Trip Completed,13/07/2016 22:23,13/07/2016 23:09
3941,City,NA,No Cars Available,13/07/2016 22:30,NA
3942,Airport,180,Trip Completed,13/07/2016 22:36,13/07/2016 23:42
3943,Airport,18,Trip Completed,13/07/2016 22:35,13/07/2016 23:33
3944,City,79,Trip Completed,13/07/2016 22:33,13/07/2016 23:09
3945,City,155,Trip Completed,13/07/2016 22:33,13/07/2016 23:16
3946,Airport,NA,No Cars Available,13/07/2016 22:36,NA
3947,Airport,85,Trip Completed,13/07/2016 22:39,13/07/2016 23:15
3948,Airport,126,Trip Completed,13/07/2016 22:37,13/07/2016 23:13
3949,City,NA,No Cars Available,13/07/2016 22:40,NA
3950,City,268,Trip Completed,13/07/2016 22:41,13/07/2016 23:34
3951,Airport,NA,No Cars Available,13/07/2016 22:46,NA
3952,City,158,Trip Completed,13/07/2016 22:45,13/07/2016 23:41
3953,Airport,231,Trip Completed,13/07/2016 22:49,13/07/2016 23:52
3954,Airport,43,Trip Completed,13/07/2016 22:43,14/07/2016 00:03
3955,Airport,64,Trip Completed,13/07/2016 22:56,13/07/2016 23:50
3956,Airport,98,Trip Completed,13/07/2016 22:47,13/07/2016 23:41
3957,City,117,Trip Completed,13/07/2016 22:42,13/07/2016 23:43
3958,Airport,NA,No Cars Available,13/07/2016 22:46,NA
3959,City,60,Trip Completed,13/07/2016 22:51,13/07/2016 23:25
3960,Airport,277,Trip Completed,13/07/2016 22:52,13/07/2016 23:33
3961,City,NA,No Cars Available,13/07/2016 22:50,NA
3962,City,NA,No Cars Available,13/07/2016 22:47,NA
3963,Airport,NA,No Cars Available,13/07/2016 22:55,NA
3964,City,51,Trip Completed,13/07/2016 22:53,13/07/2016 23:34
3965,Airport,185,Trip Completed,13/07/2016 22:50,13/07/2016 23:20
3966,Airport,26,Trip Completed,13/07/2016 22:50,13/07/2016 23:27
3967,City,NA,No Cars Available,13/07/2016 22:57,NA
3968,Airport,NA,No Cars Available,13/07/2016 22:59,NA
3969,Airport,163,Trip Completed,13/07/2016 22:58,13/07/2016 23:58
3970,Airport,225,Trip Completed,13/07/2016 22:57,14/07/2016 00:13
3971,City,NA,No Cars Available,13/07/2016 22:59,NA
3972,City,NA,No Cars Available,13/07/2016 23:00,NA
3973,City,113,Trip Completed,13/07/2016 22:58,13/07/2016 23:51
3974,City,224,Cancelled,13/07/2016 23:04,NA
3975,City,NA,No Cars Available,13/07/2016 23:04,NA
3976,City,NA,No Cars Available,13/07/2016 23:07,NA
3977,Airport,78,Trip Completed,13/07/2016 23:13,13/07/2016 23:50
3978,City,112,Trip Completed,13/07/2016 23:18,13/07/2016 23:46
3979,City,287,Trip Completed,13/07/2016 23:16,13/07/2016 23:46
3980,City,NA,No Cars Available,13/07/2016 23:16,NA
3981,Airport,33,Trip Completed,13/07/2016 23:13,13/07/2016 23:38
3982,Airport,48,Trip Completed,13/07/2016 23:16,14/07/2016 00:34
3983,City,284,Cancelled,13/07/2016 23:19,NA
3984,Airport,NA,No Cars Available,13/07/2016 23:17,NA
3985,Airport,159,Trip Completed,13/07/2016 23:15,14/07/2016 00:33
3986,Airport,NA,No Cars Available,13/07/2016 23:17,NA
3987,City,125,Trip Completed,13/07/2016 23:18,13/07/2016 23:57
3988,City,NA,No Cars Available,13/07/2016 23:23,NA
3989,City,89,Trip Completed,13/07/2016 23:21,14/07/2016 00:31
3990,Airport,140,Trip Completed,13/07/2016 23:20,13/07/2016 23:50
3991,City,156,Trip Completed,13/07/2016 23:24,14/07/2016 00:06
3992,City,42,Trip Completed,13/07/2016 23:24,14/07/2016 00:04
3993,City,105,Trip Completed,13/07/2016 23:31,14/07/2016 00:14
3994,Airport,218,Trip Completed,13/07/2016 23:21,14/07/2016 00:07
3995,City,NA,No Cars Available,13/07/2016 23:36,NA
3996,Airport,90,Trip Completed,13/07/2016 23:36,14/07/2016 00:35
3997,Airport,162,Trip Completed,13/07/2016 23:36,14/07/2016 00:22
3998,Airport,NA,No Cars Available,13/07/2016 23:39,NA
3999,Airport,212,Trip Completed,13/07/2016 23:40,14/07/2016 00:44
4000,City,NA,No Cars Available,13/07/2016 23:47,NA
4001,City,NA,No Cars Available,13/07/2016 23:39,NA
4002,City,49,Trip Completed,13/07/2016 23:39,14/07/2016 00:50
4003,Airport,188,Trip Completed,13/07/2016 23:40,14/07/2016 00:38
4004,City,62,Trip Completed,13/07/2016 23:40,14/07/2016 00:21
4005,Airport,241,Trip Completed,13/07/2016 23:44,14/07/2016 00:48
4006,City,NA,No Cars Available,13/07/2016 23:45,NA
4007,City,185,Trip Completed,13/07/2016 23:46,14/07/2016 00:23
4008,City,221,Cancelled,13/07/2016 23:43,NA
4009,Airport,250,Trip Completed,13/07/2016 23:50,14/07/2016 00:23
4010,Airport,NA,No Cars Available,13/07/2016 23:50,NA
4011,City,115,Cancelled,13/07/2016 23:45,NA
4012,Airport,134,Trip Completed,13/07/2016 23:54,14/07/2016 00:37
4013,City,NA,No Cars Available,13/07/2016 23:53,NA
4014,City,NA,No Cars Available,13/07/2016 23:56,NA
4015,City,NA,No Cars Available,13/07/2016 23:52,NA
4016,City,NA,No Cars Available,13/07/2016 23:59,NA
4017,City,NA,No Cars Available,13/07/2016 23:50,NA
4018,Airport,298,Trip Completed,13/07/2016 23:57,14/07/2016 01:02
4019,City,78,Cancelled,13/07/2016 00:00,NA
4020,Airport,NA,No Cars Available,13/07/2016 00:02,NA
4021,City,132,Cancelled,13/07/2016 23:56,NA
4022,City,NA,No Cars Available,13/07/2016 00:07,NA
4023,City,9,Trip Completed,13/07/2016 23:58,14/07/2016 00:58
4024,Airport,179,Trip Completed,13/07/2016 00:06,13/07/2016 00:42
