householdID,total_ppl,own_rent,square_foot,household_income,number_pets,county,entertainment_spend_est,travel_spend_est,under_12,LL_passholder
7674,5,rent,1601,52587,2,Sagadahoc,3089,2238,0,No
7675,3,own,2920,63222,2,Cumberland,4332,3384,2,Yes
7676,2,own,2810,68960,2,York,2625,4480,2,Yes
7677,2,own,3255,50558,3,Cumberland,2390,4155,1,No
7678,4,own,3514,78438,1,Cumberland,3055,3043,2,No
7679,4,rent,3093,60927,2,York,3022,4118,1,No
7680,2,own,2413,57217,2,Cumberland,2644,3668,2,No
7681,5,own,1875,98680,3,Cumberland,2870,3668,2,Yes
7682,3,own,1717,63104,2,Cumberland,3427,3018,2,No
7683,3,own,2613,65921,2,Cumberland,3730,3236,3,No
7684,2,own,2685,66069,0,Sagadahoc,3048,1602,1,No
7685,3,own,3475,46049,1,York,2909,3437,1,Yes
7686,3,own,3141,67245,1,Cumberland,4082,3274,2,No
7687,3,own,2357,87201,2,Cumberland,3335,3986,2,No
7688,3,own,2550,77165,2,Cumberland,3973,3373,2,Yes
7689,3,own,4521,95857,1,York,3063,3760,2,Yes
7690,3,own,2253,69024,3,Cumberland,4203,2791,2,Yes
7691,2,rent,2234,51159,1,Cumberland,3356,2702,1,No
7692,2,own,2453,68407,2,Cumberland,3991,2758,2,No
7693,3,rent,3621,95409,2,York,3228,3289,3,No
7694,2,own,1898,56040,0,Cumberland,3736,2775,1,No
7695,4,own,3968,87305,3,York,2375,4545,2,No
7696,3,own,4487,75205,1,York,2985,3499,2,No
7697,3,own,2234,56906,1,Sagadahoc,1956,3261,2,Yes
7698,3,own,2415,57151,1,Cumberland,3250,3428,2,Yes
7699,2,own,1512,42135,1,Cumberland,2312,4627,1,Yes
7700,3,own,4221,81341,2,York,2522,3711,3,Yes
7701,4,rent,1716,71301,1,Sagadahoc,3023,2974,3,No
7702,2,own,4305,52168,1,York,4051,3996,1,Yes
7703,3,own,4244,78681,1,York,3257,4124,1,Yes
7704,3,rent,2811,57221,1,Cumberland,2182,3067,1,No
7705,3,rent,4332,70789,1,York,2440,4139,2,No
7706,3,rent,3506,77985,0,York,2431,3837,1,No
7707,3,rent,2218,61515,1,Cumberland,4099,3447,2,No
7708,3,own,2404,60790,0,Cumberland,1847,3816,2,Yes
7709,4,own,2378,71571,1,Cumberland,2524,3891,1,No
7710,2,own,3512,67867,1,York,3095,4134,1,Yes
7711,3,own,2637,54039,1,Cumberland,2754,2946,2,No
7712,3,own,3884,95392,1,Cumberland,2701,3362,1,Yes
7713,3,own,2798,67154,1,York,2654,4660,0,No
7714,4,rent,3150,76246,2,Sagadahoc,2727,2302,1,No
7715,3,rent,3187,94621,0,Cumberland,3378,4110,2,No
7716,3,own,3833,82712,1,Cumberland,2112,2244,2,Yes
7717,3,rent,3796,63527,1,Cumberland,2968,3665,2,No
7718,3,own,3981,98868,1,York,1991,3641,2,Yes
7719,3,rent,1582,53176,2,Sagadahoc,2690,3743,1,No
7720,2,rent,3458,101653,2,Cumberland,2233,4056,3,No
7721,4,own,2934,69706,3,Cumberland,3285,3534,1,Yes
7722,3,own,3687,73415,2,York,1842,2862,2,No
7723,2,own,1513,49416,1,Cumberland,2535,3166,2,No
7724,4,own,2657,82068,2,Cumberland,2584,3234,1,Yes
7725,3,rent,2687,73313,2,Cumberland,4624,3409,2,No
7726,2,own,2616,69795,1,Cumberland,1947,2940,1,No
7727,3,own,2648,47618,3,Cumberland,2916,3792,2,Yes
7728,3,rent,1538,77681,3,Sagadahoc,2657,2890,2,No
7729,2,rent,3355,86447,2,Sagadahoc,4237,3377,2,No
7730,3,own,2343,58416,2,Sagadahoc,2540,3226,2,No
7731,2,own,2693,100350,2,Cumberland,2431,3440,1,No
7732,2,rent,1730,65048,2,Sagadahoc,3566,2337,1,No
7733,4,own,3486,84696,1,York,2881,4375,3,Yes
7734,3,own,3959,79100,1,York,4088,4489,4,Yes
7735,2,own,2712,100232,2,Cumberland,1496,3945,2,Yes
7736,4,rent,2914,92856,2,Cumberland,2285,3966,1,No
7737,2,own,3807,81419,1,York,3730,2876,1,No
7738,4,rent,2353,35184,1,Sagadahoc,2904,2519,1,No
7739,5,rent,4213,73458,3,York,1154,3068,1,No
7740,4,rent,4328,112359,3,York,2585,3607,1,No
7741,2,own,4579,73373,2,York,3115,3046,1,No
7742,4,own,2072,94282,1,Cumberland,3889,2951,2,No
7743,2,rent,3486,55045,1,York,1992,3810,1,No
7744,4,own,3808,81943,1,Cumberland,3616,3504,3,Yes
7745,3,own,4200,103991,2,York,4048,3584,3,No
7746,3,rent,2528,69220,1,Cumberland,541,3023,1,No
7747,2,rent,4443,69910,2,York,1891,3287,1,No
7748,3,own,2883,72376,1,Cumberland,2593,3406,2,Yes
7749,4,own,3208,61731,1,York,2757,3357,1,Yes
7750,3,rent,4185,71190,1,York,2143,5591,2,No
7751,3,own,2265,81801,1,Cumberland,2578,3159,2,Yes
7752,3,own,3246,79820,2,York,1394,3485,3,No
7753,4,own,2134,54373,1,Cumberland,2099,4703,2,No
7754,5,own,3928,48011,2,York,3341,4317,1,No
7755,3,own,4077,30811,1,York,3575,4002,2,Yes
7756,3,own,2215,90249,1,Cumberland,2198,3344,1,Yes
7757,2,own,4563,72291,2,York,2546,3862,3,No
7758,4,own,3637,90789,1,York,3089,3990,3,Yes
7759,3,own,3748,76457,2,York,2082,3004,1,Yes
7760,4,own,3111,100762,1,Cumberland,2819,3220,2,No
7761,2,own,4081,35071,1,York,2345,3578,2,No
7762,1,own,2621,74194,3,Cumberland,2195,2181,0,No
7763,4,own,2613,45762,1,Cumberland,1345,3297,2,Yes
7764,2,own,3600,77816,2,Cumberland,2343,3298,1,No
7765,3,own,3106,56655,1,Cumberland,2711,3721,1,No
7766,2,rent,3291,39546,1,Cumberland,2679,2369,1,No
7767,4,own,3560,38114,0,York,3205,4375,3,Yes
7768,4,own,3751,75226,2,York,2506,3648,3,No
7769,4,own,4068,58611,1,York,1913,4643,2,No
7770,3,own,2316,57968,1,Cumberland,2398,4074,1,Yes
7771,3,own,3802,62909,2,York,2232,4842,2,No
7772,3,own,4304,86287,0,York,2834,4565,2,Yes
7773,2,rent,2719,99476,2,Cumberland,2462,3101,2,No
7774,3,rent,2757,82674,2,Cumberland,2700,3813,3,No
7775,4,own,3057,47599,2,Cumberland,2282,3961,2,No
7776,2,own,2299,70526,3,Cumberland,2288,3401,2,Yes
7777,3,rent,3638,107526,1,York,1486,5296,2,No
7778,3,rent,3108,70182,1,Sagadahoc,1984,1957,2,No
7779,4,own,3183,61455,2,Cumberland,2629,3185,3,No
7780,4,rent,3130,53570,3,Cumberland,2155,3157,2,No
7781,4,own,3924,108411,2,York,2656,3851,1,Yes
7782,3,own,2622,81848,2,Cumberland,1674,2597,2,Yes
7783,3,own,3981,45448,0,York,2181,4009,1,Yes
7784,4,own,4224,82545,0,York,3053,4691,2,No
7785,4,rent,1979,62895,1,Sagadahoc,2508,3029,1,No
7786,2,own,3885,60237,1,York,3172,3689,3,Yes
7787,3,own,3921,51447,1,York,3225,4613,2,Yes
7788,3,rent,4271,68658,2,Cumberland,3222,3801,0,No
7789,3,own,2650,82694,2,Cumberland,3626,4440,1,Yes
7790,2,own,3775,82708,0,York,2941,3430,1,Yes
7791,2,own,2059,58733,2,Cumberland,1971,2572,1,No
7792,2,own,2739,54481,2,Cumberland,1512,3504,1,Yes
7793,2,own,2654,54535,1,Cumberland,2480,4092,1,No
7794,3,own,1933,79193,1,Cumberland,3331,3903,2,No
7795,4,own,4393,93435,0,York,2961,3700,1,Yes
7796,2,own,4758,78330,2,York,2843,4796,1,Yes
7797,3,own,3480,53760,2,Cumberland,3075,3960,1,Yes
7798,2,own,4027,90791,0,York,2182,4557,2,Yes
7799,5,own,3834,52910,1,York,3920,4635,2,No
7800,2,own,2515,70579,0,Cumberland,981,3056,2,Yes
7801,3,own,3261,59581,2,Cumberland,2883,4339,2,Yes
7802,2,own,2843,61544,2,Cumberland,3695,3093,2,No
7803,2,own,2980,50019,2,Cumberland,3163,3619,2,No
7804,3,own,2493,74544,3,Cumberland,2857,3209,2,No
7805,3,own,3994,68424,2,York,2591,3574,1,Yes
7806,2,rent,2686,80434,1,Cumberland,3518,3281,3,No
7807,4,own,3480,50125,1,Cumberland,3294,2373,2,Yes
7808,3,own,2707,68883,1,Cumberland,1445,4338,1,No
7809,3,own,2571,78416,1,Cumberland,2584,3343,4,Yes
7810,3,rent,2680,71535,0,Cumberland,1770,4720,2,No
7811,3,rent,3272,61477,3,Cumberland,2718,3361,2,No
7812,4,own,3455,92228,0,Cumberland,3125,3228,1,Yes
7813,5,own,3791,66439,0,York,1196,3535,3,No
7814,2,own,2518,82542,1,Sagadahoc,2142,2133,0,No
7815,3,own,4350,52505,2,York,3503,3581,2,Yes
7816,4,own,3722,91270,2,Cumberland,2139,3939,2,Yes
7817,3,own,4761,87591,1,York,2649,4348,3,Yes
7818,3,rent,3670,48031,2,Cumberland,2356,4050,1,No
7819,4,own,3675,51109,0,Cumberland,2575,3141,3,No
7820,3,own,2230,76717,2,Sagadahoc,2860,1103,2,No
7821,3,own,3186,73733,1,Cumberland,3701,2888,2,Yes
7822,2,own,3885,85085,3,York,3288,3586,1,Yes
7823,3,own,2315,40157,0,Sagadahoc,3175,2877,2,Yes
7824,3,own,3786,91904,1,York,2113,3699,2,No
7825,2,own,3665,75371,2,Cumberland,1940,3461,1,No
7826,3,own,2928,63268,2,Cumberland,3313,3750,2,Yes
7827,4,rent,2783,59271,1,Cumberland,2873,4261,3,No
7828,4,own,2075,65500,1,Sagadahoc,2486,2708,0,Yes
7829,4,own,2176,49394,1,Sagadahoc,2655,3116,3,No
7830,2,rent,2374,51663,1,Cumberland,2426,3936,1,No
7831,4,own,2219,75895,2,Sagadahoc,1815,3810,1,Yes
7832,2,rent,2775,97874,1,Cumberland,2421,2794,2,No
7833,4,own,2923,86206,2,Sagadahoc,3463,2766,2,Yes
7834,5,own,2098,50679,2,Cumberland,1960,3933,1,No
7835,6,own,3904,73181,2,York,3836,4214,4,No
7836,4,own,2787,83034,2,York,2692,3623,2,Yes
7837,2,own,3893,77883,1,York,2786,5278,2,Yes
7838,3,own,1864,51600,2,Cumberland,1236,3955,2,Yes
7839,2,rent,3443,53657,1,Cumberland,2539,3710,1,No
7840,3,own,2540,37288,1,Cumberland,2325,3330,1,Yes
7841,4,own,4650,82321,1,York,2135,4830,1,No
7842,4,rent,2395,35134,2,Sagadahoc,1466,2730,1,No
7843,3,rent,3592,80594,1,Cumberland,2479,2665,2,No
7844,3,own,3069,116333,1,York,2699,4045,2,No
7845,4,own,3050,67386,3,Cumberland,2342,2654,3,Yes
7846,2,rent,3267,51806,1,Cumberland,1144,3927,2,No
7847,4,own,2370,98916,2,Cumberland,2418,4407,1,No
7848,3,own,2399,55269,2,Cumberland,2608,2733,1,Yes
7849,3,own,3204,63765,2,Cumberland,2181,3526,2,Yes
7850,5,own,2598,80550,2,Cumberland,3640,3467,2,Yes
7851,4,rent,2663,75627,1,Cumberland,2670,4162,3,No
7852,2,own,1958,88778,1,Cumberland,2194,2860,1,No
7853,2,rent,2088,80845,1,Cumberland,3890,3773,2,No
7854,3,rent,3000,80701,1,Cumberland,1695,3763,1,No
7855,2,own,2213,89975,2,Cumberland,1349,3310,2,No
7856,4,rent,2980,71558,1,Cumberland,2244,3288,1,No
7857,3,own,4075,71358,1,York,2528,3729,2,Yes
7858,3,own,3411,97654,3,Cumberland,4187,3890,2,Yes
7859,3,own,3053,72012,1,York,3667,3478,2,Yes
7860,4,rent,2772,59319,1,Sagadahoc,2924,2925,3,No
7861,3,own,1532,14270,0,Cumberland,2821,3146,2,No
7862,2,rent,2272,70958,1,Cumberland,2509,3016,1,No
7863,4,own,2047,60816,1,Cumberland,1833,3240,3,No
7864,2,own,2798,49216,2,Cumberland,2466,2388,1,Yes
7865,2,own,2458,79053,2,Cumberland,3051,3362,1,Yes
7866,3,own,3291,74049,2,Cumberland,1877,3352,1,No
7867,3,own,2187,78392,3,Cumberland,2104,3653,2,No
7868,2,own,3679,93044,2,Cumberland,2179,3568,2,Yes
7869,3,own,2778,54107,1,Cumberland,2830,3068,1,Yes
7870,3,own,2755,66215,1,Cumberland,3111,3187,2,Yes
7871,3,own,3021,100088,1,Cumberland,2579,3402,1,No
7872,3,own,3162,78733,2,Cumberland,3460,3437,4,No
7873,4,own,4161,41382,1,York,3135,3454,3,Yes
7874,4,own,2384,76213,1,Cumberland,2198,4442,0,Yes
7875,2,own,2408,78590,3,Cumberland,3622,3327,1,Yes
7876,3,own,3076,73833,1,Cumberland,2893,3344,2,Yes
7877,3,own,3875,84445,2,York,1727,3886,2,Yes
7878,4,own,3353,49713,2,York,1121,3271,1,Yes
7879,3,own,4452,87950,1,York,3705,3968,2,No
7880,3,rent,2583,92847,1,Cumberland,2846,3582,2,No
7881,4,own,3326,79522,3,Cumberland,2031,4139,2,Yes
7882,3,own,3628,58596,1,Cumberland,3670,2746,2,No
7883,2,own,3457,66378,1,York,2641,3595,1,No
7884,4,own,4342,81246,1,York,2742,4079,3,Yes
7885,2,own,3347,62505,1,Cumberland,3058,3372,1,Yes
7886,3,rent,2425,48687,3,Sagadahoc,2026,3108,2,No
7887,4,own,3571,58263,1,York,2656,3670,2,Yes
7888,3,own,4305,52791,2,York,2533,4286,2,No
7889,3,own,2761,51743,1,York,3732,4249,2,Yes
7890,3,own,2518,76992,1,Cumberland,4084,3775,2,Yes
7891,4,own,2145,74878,2,Cumberland,2162,2746,1,Yes
7892,4,own,2783,65869,1,Cumberland,3188,3027,3,No
7893,4,own,3606,86264,2,York,3024,2779,3,Yes
7894,3,own,2267,50716,2,Cumberland,2985,3151,2,Yes
7895,4,rent,2293,68920,2,Cumberland,3366,4187,2,No
7896,3,own,2632,69443,1,Cumberland,3402,2688,2,Yes
7897,3,own,2905,103299,1,Cumberland,4046,3771,2,Yes
7898,4,own,3909,86540,1,York,1542,4016,1,No
7899,4,own,2553,88244,1,Cumberland,3901,3047,2,No
7900,4,own,3361,112174,1,Cumberland,3626,3566,2,Yes
7901,3,own,2913,63129,1,Cumberland,1506,4424,2,No
7902,2,own,2456,62287,0,Cumberland,2106,3086,1,No
7903,3,own,2714,90253,1,Cumberland,2810,3148,1,No
7904,4,own,2203,88355,2,Cumberland,2730,4194,1,Yes
7905,3,rent,2654,53697,2,Sagadahoc,1670,2226,2,No
7906,4,rent,3060,82168,2,Cumberland,1178,3217,2,No
7907,2,own,3041,55886,2,Cumberland,3283,3626,1,No
7908,2,own,4477,65472,2,York,3143,4107,2,No
7909,3,own,3917,92138,1,York,3304,2457,2,Yes
7910,4,own,2501,62548,0,Cumberland,2886,3061,2,No
7911,3,own,3204,60342,1,York,3625,4180,2,Yes
7912,3,own,2130,30483,2,Cumberland,2903,3803,2,Yes
7913,2,own,2447,55579,2,Cumberland,3241,3304,2,No
7914,3,rent,2839,70404,1,Cumberland,2588,4078,2,No
7915,2,own,3956,35191,2,York,2710,3780,2,Yes
7916,2,own,3025,69511,1,York,3016,4091,2,Yes
7917,5,own,3452,70139,0,York,3022,3930,2,Yes
7918,4,own,2400,83701,1,Cumberland,2315,3340,3,Yes
7919,3,rent,4599,88904,3,York,1881,4288,2,No
7920,4,rent,2702,57223,3,Cumberland,3367,3802,2,No
7921,2,own,2684,75035,2,Cumberland,1970,4006,2,No
7922,3,own,2308,59042,2,Cumberland,1782,3983,1,Yes
7923,3,own,2120,101912,1,Cumberland,2260,3757,1,No
7924,3,own,2780,77453,1,Cumberland,2273,4054,2,Yes
7925,2,rent,3164,65073,1,Cumberland,2020,2629,1,No
7926,3,own,4006,72933,1,York,2483,3632,2,Yes
7927,4,own,2619,30846,2,Cumberland,2468,3204,2,Yes
7928,4,own,2747,75105,1,York,847,3906,2,No
7929,2,own,3181,77029,2,Cumberland,2519,3213,1,Yes
7930,2,own,3694,62686,2,Cumberland,1963,3821,1,Yes
7931,3,rent,4302,56175,1,York,2149,3565,1,No
7932,2,rent,2230,94709,1,Sagadahoc,2219,2610,2,No
7933,3,rent,3434,34394,1,Cumberland,2900,3118,3,No
7934,2,own,3440,120187,2,York,1692,4195,2,No
7935,3,own,2795,57530,1,Cumberland,3000,3889,2,No
7936,2,rent,3940,88828,0,York,2017,3741,3,No
7937,3,own,2443,63744,2,Sagadahoc,2745,2234,2,No
7938,4,own,3495,76010,2,York,2008,3639,2,Yes
7939,3,own,2211,53703,2,Cumberland,2581,4020,2,Yes
7940,4,own,2416,82982,1,Cumberland,3017,3701,1,No
7941,3,own,3529,59359,2,York,2528,3102,1,Yes
7942,3,own,3399,91694,0,Cumberland,2121,3319,1,Yes
7943,4,own,1586,58307,1,Cumberland,2483,2884,1,Yes
7944,3,own,2601,65058,2,Cumberland,3602,3228,2,No
7945,2,own,3882,69585,1,York,2754,4178,2,Yes
7946,4,own,3028,88429,0,Cumberland,1729,3155,1,No
7947,3,own,3232,65710,1,Cumberland,3800,4584,1,No
7948,2,own,2538,69383,2,Cumberland,3948,2240,1,No
7949,2,own,2755,44492,1,Cumberland,3668,3367,1,Yes
7950,4,own,3665,86974,2,York,2419,4653,2,Yes
7951,3,rent,1679,49201,2,Cumberland,2577,3372,1,No
7952,3,rent,3213,87982,1,Cumberland,2378,3732,2,No
7953,3,rent,2770,60223,3,York,2818,4117,2,No
7954,3,own,3742,63808,1,York,2834,3766,2,Yes
7955,2,own,4288,85531,1,York,2805,4169,2,Yes
7956,4,own,3952,54982,2,York,2140,4187,3,Yes
7957,3,own,3148,74272,1,York,2588,3820,2,Yes
7958,4,own,2222,79431,2,Cumberland,1549,4694,3,Yes
7959,2,own,4309,71312,2,York,2967,2587,1,No
7960,6,own,3861,88720,1,York,3477,4179,1,Yes
7961,4,own,4133,85778,1,York,2880,3945,3,No
7962,3,own,2323,81479,2,Cumberland,1156,2476,2,No
7963,3,own,874,69283,2,Sagadahoc,2350,3564,2,No
7964,3,rent,1858,93368,1,Cumberland,2614,3229,1,No
7965,3,rent,3205,56822,1,Cumberland,193,3035,2,No
7966,3,own,2511,100642,2,Cumberland,2975,3110,1,No
7967,3,own,2458,77271,2,Cumberland,2459,2805,1,No
7968,4,rent,2631,71251,2,Sagadahoc,1783,2919,2,No
7969,3,own,2788,75691,2,Sagadahoc,2077,4194,2,Yes
7970,4,own,2638,68687,1,Cumberland,2375,3634,3,No
7971,2,own,4082,69658,2,York,2309,3773,3,Yes
7972,4,rent,2436,43576,2,Cumberland,2905,3916,1,No
7973,4,rent,3794,72269,2,York,2369,4242,2,No
7974,2,own,2704,65190,1,Cumberland,1966,2862,3,Yes
7975,3,own,2310,61724,1,Cumberland,2216,3996,3,Yes
7976,3,own,3342,60735,1,Cumberland,1859,3636,2,Yes
7977,3,own,2670,74413,2,Cumberland,4333,2983,2,Yes
7978,4,own,3434,66180,2,Cumberland,1975,3876,1,No
7979,3,rent,2814,98679,1,Cumberland,2451,2989,1,No
7980,3,own,3115,110603,0,Cumberland,1497,4903,1,No
7981,4,rent,4893,56106,2,York,3036,4022,2,No
7982,5,own,3344,47762,0,Cumberland,2188,3137,3,No
7983,2,own,3745,38446,2,York,2668,2798,2,Yes
7984,3,own,2578,61419,2,Cumberland,2574,3058,1,No
7985,3,own,2781,50459,0,Cumberland,3116,3476,2,Yes
7986,5,rent,3126,38344,2,Cumberland,2867,3483,1,No
7987,5,own,4789,30306,1,York,2554,3121,2,No
7988,4,own,3944,84169,1,York,2513,3702,3,No
7989,3,own,2055,35369,2,Sagadahoc,2268,2980,2,Yes
7990,3,own,2949,41513,2,Cumberland,1754,3995,1,Yes
7991,4,own,2880,71702,1,Cumberland,2365,4235,1,Yes
7992,2,rent,4128,45421,1,York,1642,3809,1,No
7993,2,own,3506,73673,2,York,1739,3697,2,Yes
7994,3,own,2390,59936,0,Cumberland,2739,3135,1,Yes
7995,2,own,3407,100683,2,York,2544,4233,1,No
7996,2,own,3686,58313,2,Cumberland,2071,4089,1,Yes
7997,3,rent,2972,84554,2,Cumberland,2447,3922,2,No
7998,2,own,2862,66496,1,Sagadahoc,3517,3135,1,Yes
7999,3,own,2681,57441,1,Cumberland,2358,2822,2,Yes
8000,4,rent,2773,100337,1,Cumberland,1539,3773,1,No
8001,2,own,3187,104879,1,Cumberland,2675,3060,1,No
8002,3,own,4189,61060,1,York,515,3366,2,No
8003,2,rent,1683,106838,1,Cumberland,3101,3313,1,No
8004,5,own,3463,67718,2,York,3040,3929,1,No
8005,3,own,4217,68431,1,York,4144,4153,2,Yes
8006,2,own,3148,64234,2,Cumberland,2789,3882,1,Yes
8007,3,own,3054,70788,1,Cumberland,2813,3055,2,No
8008,5,own,4297,58367,1,York,3300,3369,2,No
8009,4,own,3758,68562,2,York,3217,3612,0,Yes
8010,4,own,2393,99112,2,Cumberland,3414,3279,1,Yes
8011,1,own,3067,100287,1,York,1946,4487,0,Yes
8012,4,own,2002,81900,1,Sagadahoc,1426,2237,3,Yes
8013,2,own,3467,87510,2,Cumberland,2393,2937,0,Yes
8014,3,own,4234,46018,3,York,1731,3737,2,Yes
8015,2,own,2962,93928,1,Cumberland,1941,4545,2,Yes
8016,3,own,2509,77495,2,Cumberland,3237,4562,2,No
8017,3,own,2394,57727,1,Cumberland,4094,3004,2,Yes
8018,3,rent,3107,31750,1,Cumberland,4403,3533,1,No
8019,2,own,4601,62239,1,York,2624,4704,1,Yes
8020,2,own,2032,71172,1,Cumberland,3152,3360,3,Yes
8021,4,own,4628,51269,2,York,3222,5088,0,Yes
8022,2,own,2422,72017,3,Cumberland,3043,3689,0,No
8023,2,rent,2579,82214,2,Sagadahoc,1378,3320,1,No
8024,2,own,5296,89201,2,York,2640,3925,1,Yes
8025,3,own,2940,90228,2,Cumberland,1596,3443,2,No
8026,5,own,4079,57445,2,York,2460,3648,2,Yes
8027,3,own,3268,63717,2,Cumberland,1986,3353,2,No
8028,3,own,4546,52556,3,York,2724,4180,3,No
8029,3,rent,4141,67449,2,York,3342,3848,2,No
8030,4,own,3554,94837,1,York,3380,3814,1,Yes
8031,2,own,4457,67031,1,York,2054,3896,1,Yes
8032,2,own,4199,93256,2,York,3448,3619,1,Yes
8033,4,rent,4361,86067,1,York,2752,4167,2,No
8034,3,own,3093,62879,1,Cumberland,909,4119,1,Yes
8035,3,own,3146,102784,1,Cumberland,3372,3403,1,Yes
8036,3,own,3682,66828,2,York,2815,4029,2,Yes
8037,3,own,3844,75732,2,York,3397,4648,3,No
8038,4,own,2872,83418,2,Cumberland,2733,3666,3,No
8039,2,own,3794,35297,0,York,1616,4533,2,Yes
8040,3,own,2562,89222,1,Cumberland,3001,3795,1,Yes
8041,2,own,2642,54930,2,Cumberland,1617,3754,1,No
8042,4,own,4337,53509,1,York,1633,4148,3,Yes
8043,3,own,4059,54911,2,York,4231,4357,0,Yes
8044,6,rent,3683,89321,1,Cumberland,3423,4132,2,No
8045,3,own,2431,56433,2,Cumberland,2741,3579,2,No
8046,3,own,3602,37861,0,York,3225,4171,2,Yes
8047,4,own,3550,95278,2,York,3410,2868,2,No
8048,4,own,2781,70432,2,Cumberland,2013,3878,1,Yes
8049,2,own,4080,66297,0,York,3032,3411,3,Yes
8050,3,own,2689,68373,2,Cumberland,3123,3891,2,No
8051,2,own,3282,46659,1,Cumberland,2609,3415,1,Yes
8052,3,own,3588,103094,1,York,3444,3273,2,No
8053,3,own,2056,67074,2,Cumberland,2690,3547,3,No
8054,4,rent,2713,89482,2,Cumberland,1921,3438,2,No
8055,3,own,3132,115324,1,Cumberland,2480,2731,2,No
8056,3,own,2525,46913,1,Cumberland,2462,3682,1,No
8057,2,own,5262,92400,2,York,416,3260,2,No
8058,2,own,4477,51866,2,York,3285,3481,0,Yes
8059,4,own,2245,77796,2,Cumberland,2049,3787,2,No
8060,3,own,3627,62129,2,York,2032,4280,1,Yes
8061,3,own,4508,82158,3,York,3488,3876,2,Yes
8062,2,own,4013,86596,1,York,1442,4369,1,No
8063,2,own,3467,83959,0,York,4049,3105,1,No
8064,4,own,3140,51574,2,Cumberland,2695,3079,2,No
8065,4,own,2479,74354,2,Cumberland,2867,3878,3,No
8066,3,own,3278,74548,2,Cumberland,1555,3399,2,No
8067,3,own,1933,88783,2,Cumberland,1974,3635,2,No
8068,3,own,2551,83143,2,Cumberland,2517,3640,2,No
8069,3,own,3726,55550,0,York,2299,3855,2,No
8070,3,own,4465,90216,1,York,2973,2823,3,Yes
8071,4,own,3136,100833,1,Cumberland,2594,3508,3,Yes
8072,3,own,3054,73366,1,Cumberland,3348,4306,2,No
8073,5,own,3366,45155,1,York,2268,3160,3,No
8074,3,rent,4308,112780,2,York,2936,3803,1,No
8075,5,own,2563,42916,2,Cumberland,3438,2787,2,Yes
8076,5,own,3846,78960,1,York,2693,3846,2,Yes
8077,3,own,2352,108544,1,Cumberland,1382,3541,2,Yes
8078,2,rent,1996,67785,2,Cumberland,1373,3427,3,No
8079,2,rent,3263,67312,2,Cumberland,2147,3028,2,No
8080,3,own,3227,91687,2,Cumberland,1453,3549,2,No
8081,4,own,1630,106531,1,Cumberland,2294,3542,1,Yes
8082,2,own,3071,78524,1,York,2901,3876,2,Yes
8083,2,own,2984,55517,1,York,3425,3791,3,Yes
8084,5,own,2726,54835,2,Sagadahoc,3682,3400,2,Yes
8085,4,own,2509,95230,1,Cumberland,4225,3046,3,No
8086,3,rent,1843,50512,0,Sagadahoc,2845,2562,2,No
8087,2,own,3819,92548,1,York,3028,4215,1,No
8088,3,own,3119,46194,2,York,2925,3644,1,Yes
8089,3,own,2315,58511,2,Cumberland,2988,3671,2,Yes
8090,2,own,2524,71745,1,Cumberland,3284,3041,2,No
8091,3,own,2014,112332,2,Cumberland,799,4474,2,Yes
8092,4,own,3759,67934,1,York,2085,3703,2,Yes
8093,2,own,2480,38810,1,Cumberland,3474,3869,1,No
8094,4,own,2799,94137,2,Cumberland,4855,3719,3,Yes
8095,3,rent,2792,71501,2,Cumberland,3608,4003,2,No
8096,4,rent,3338,55124,1,Cumberland,5173,3269,1,No
8097,4,own,4084,95754,1,York,2388,4058,1,Yes
8098,4,own,3116,67073,1,Cumberland,1855,3174,1,No
8099,2,own,2732,52585,1,Sagadahoc,2398,924,1,Yes
8100,3,own,3550,63156,2,York,3255,4064,2,No
8101,3,rent,2367,95477,2,Cumberland,2497,3463,2,No
8102,2,own,3228,81358,3,York,2056,4249,1,No
8103,2,rent,2927,87164,1,Cumberland,3719,3354,1,No
8104,5,own,3004,71439,2,Cumberland,2644,3440,2,No
8105,2,own,3089,51080,2,York,2806,3643,1,Yes
8106,3,own,3589,49892,1,Cumberland,3274,3111,1,Yes
8107,4,rent,2394,97826,2,Cumberland,2276,3558,3,No
8108,5,own,2605,60335,1,Cumberland,2869,3818,2,No
8109,3,own,3835,91359,1,York,1407,3298,0,No
8110,2,own,2424,73115,1,Cumberland,2315,3279,1,Yes
8111,3,own,3858,88126,0,York,2455,3622,2,No
8112,3,own,2183,41402,1,Cumberland,5186,3189,2,Yes
8113,2,own,4547,78323,2,York,3257,3843,1,Yes
8114,3,own,3590,72320,0,Cumberland,2577,4073,1,No
8115,3,own,3024,69020,0,York,2323,4115,2,Yes
8116,3,own,3142,92490,0,Cumberland,3422,3097,1,Yes
8117,4,own,3875,87273,2,York,2736,3587,2,Yes
8118,3,own,1831,80776,0,Cumberland,1188,4278,2,Yes
8119,3,own,3253,61184,2,Cumberland,2704,3243,1,Yes
8120,5,own,2444,81722,2,Cumberland,2890,3619,3,No
8121,4,rent,3789,66519,3,York,2692,3572,2,No
8122,3,own,3453,98452,1,Cumberland,1991,3796,2,No
8123,3,rent,2553,71599,1,Cumberland,1938,2295,2,No
8124,3,rent,1944,47923,1,Sagadahoc,2705,2885,2,No
8125,3,own,3405,81654,3,Cumberland,3301,3738,2,No
